event_region_id,region,region_label,year,start_date,end_date,duration_days,deaths,total_affected,precip_mm,severity_score,severity_tier,split,event_inventory_source,era5_summary_status,era5_window_mean_hourly_precip_mm,era5_window_max_t2m_c,era5_precip_7d_mean,era5_precip_7d_max,era5_precip_7d_total,era5_precip_onset_hour,era5_precip_intensity,era5_t2m_mean_c,era5_wind_speed_mean,era5_runoff_total,era5_soil_moist_mean,era5_evap_total
east_africa_nile_headwaters__EMDAT_2021-0010-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2021,2021-01-12,2021-01-15,4,1.0,2000.0,20.83181381225586,3.2083181381225585,moderate,test,EM-DAT Public Table,ok,0.048221793025732,31.564971923828125,0.7837146976813574,9.582728853841076,188.09152744352576,59.0,3.3527950322250297,26.85634855590733,4.176137583911331,0.47022881860881444,0.17701172285786895,0.928309969578473
east_africa_nile_headwaters__EMDAT_2021-0227-KEN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2021,2021-04-07,2021-05-30,54,9.0,300000.0,212.2834625244141,311.12283462524414,moderate,test,EM-DAT Public Table,ok,0.1300756484270095,33.350311279296875,1.7387059857061875,12.246102094405428,417.289436569485,127.0,6.686455544043367,27.53009839996654,4.121287195741045,1.0432235914237125,0.30089939372702335,1.0478126823259548
east_africa_nile_headwaters__EMDAT_2021-0343-ETH,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2021,2021-05-01,2021-05-31,31,16.0,,155.94052124023438,17.559405212402343,moderate,test,EM-DAT Public Table,ok,0.1443893760442733,33.348358154296875,1.0079577670211477,10.69646533621279,241.90986408507547,56.0,4.769239852006232,21.06104565743101,2.6500833837191227,0.6047746602126887,0.20568370223833668,0.9248806131897006
east_africa_nile_headwaters__EMDAT_2021-0481-SSD,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2021,2021-05-01,2021-10-07,160,7.0,835000.0,612.0021362304688,848.1200213623047,extreme,test,EM-DAT Public Table,ok,0.1465522348880767,33.348358154296875,2.4328023845022146,19.900664850397078,583.8725722805315,127.0,9.229412456026717,27.06690687582989,3.0689832864746855,1.4596814307013286,0.30620591924879026,0.8805798278015082
east_africa_nile_headwaters__EMDAT_2021-0240-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2021,2021-05-06,2021-05-10,5,1.0,75000.0,102.98307800292967,77.0298307800293,moderate,test,EM-DAT Public Table,ok,0.225840076804161,31.6431884765625,1.194003328067979,11.488198304676796,286.56079873631495,44.0,5.161242292412318,31.5905442154362,1.8829341802117567,0.7164019968407874,0.2250525802180696,1.1851490841904697
east_africa_nile_headwaters__EMDAT_2021-0286-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2021,2021-05-23,2021-05-23,1,3.0,134.0,21.847511291503903,3.3524751129150387,moderate,test,EM-DAT Public Table,ok,0.060687530785799,32.62835693359375,0.832736898185299,8.367631959795865,199.85685556447174,64.0,3.34290139624497,26.428295834635314,2.1725544858978765,0.49964213891117937,0.259199199832288,1.2742443619175723
east_africa_nile_headwaters__EMDAT_2021-0473-SDN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2021,2021-07-20,2021-09-24,67,52.0,303045.0,326.7052917480469,358.31205291748046,moderate,test,EM-DAT Public Table,ok,0.1680582761764526,31.267730712890625,1.6844511551252936,17.11744502688522,404.26827723007045,37.0,6.523184901394792,23.942608329001224,4.868861802376129,1.010670693075176,0.3551184903107454,0.8916436588718017
east_africa_nile_headwaters__EMDAT_2021-0637-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2021,2021-09-17,2021-09-22,6,1.0,42330.0,80.32499694824219,44.13324996948242,moderate,test,EM-DAT Public Table,ok,0.1673437505960464,30.75912475585937,1.1563538436419227,8.154943939145618,277.52492247406144,39.0,4.295467173253914,29.15923973743402,2.2974397672118623,0.6938123061851537,0.2741527520551303,1.0358341765142172
east_africa_nile_headwaters__EMDAT_2022-0053-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2022,2022-01-24,2022-01-27,4,9.0,1500.0,24.15056228637696,10.74150562286377,moderate,test,EM-DAT Public Table,ok,0.0559040792286396,31.76718139648437,1.048151378322485,6.816300612525975,251.55633079739638,91.0,4.510245531702875,24.293450657952743,3.6375177078775196,0.628890826993491,0.1433085986556943,1.0812029483069936
east_africa_nile_headwaters__EMDAT_2022-0258-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2022,2022-04-26,2022-05-05,10,10.0,3500.0,88.13172912597656,14.381317291259766,moderate,test,EM-DAT Public Table,ok,0.1530064791440963,33.717529296875,0.9457431792720006,6.56586190528511,226.97836302528015,77.0,4.937083267161019,25.200401725143276,2.2590397005430773,0.5674459075632003,0.19488408184065337,1.008661348608037
east_africa_nile_headwaters__EMDAT_2022-0445-SDN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2022,2022-05-10,2022-09-30,144,146.0,349122.0,527.8277587890625,500.4002775878906,extreme,test,EM-DAT Public Table,ok,0.1391950845718383,33.717529296875,2.1157643657843472,20.22539059343421,507.78344778824334,48.0,9.750066468822197,32.313929082593056,4.466027734830312,1.2694586194706083,0.20507588974137203,1.1098385896229641
east_africa_nile_headwaters__EMDAT_2022-0481-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2022,2022-07-30,2022-08-05,7,32.0,78338.0,105.771240234375,111.39571240234376,moderate,test,EM-DAT Public Table,ok,0.2098635733127594,29.39706420898437,1.2383300015869818,12.925436526353643,297.19920038087565,82.0,4.184637711683,28.850271441221896,1.5064214063364534,0.7429980009521892,0.20726121879001563,1.154721638946616
east_africa_nile_headwaters__EMDAT_2022-0650-SSD,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2022,2022-08-01,2022-10-29,90,,1000000.0,399.7760009765625,1003.9977600097656,extreme,test,EM-DAT Public Table,ok,0.1601666659116745,31.45590209960937,2.059312122948135,17.003090344133323,494.2349095075524,84.0,8.550005710019601,25.240526122335808,4.616370376104745,1.2355872737688811,0.26208385608027,1.047891678745483
east_africa_nile_headwaters__EMDAT_2022-0716-ETH,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2022,2022-08-01,2022-10-31,92,,264831.0,403.5921630859375,268.8669216308594,moderate,test,EM-DAT Public Table,ok,0.1586447209119796,31.45590209960937,1.6592103701550818,12.81508039884073,398.2104888372196,90.0,6.858997954163966,28.161523096981206,6.437457845766591,0.995526222093049,0.17387735780282734,0.9760594383298229
east_africa_nile_headwaters__EMDAT_2022-0857-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2022,2022-12-20,2022-12-26,7,16.0,130.0,32.4671630859375,16.454671630859373,moderate,test,EM-DAT Public Table,ok,0.0644189715385437,30.85165405273437,1.1096612590773662,10.582577730176844,266.3187021785679,1.0,5.174179952109006,25.901559041278063,3.69128914199071,0.6657967554464197,0.2512437232058022,1.189694246051505
east_africa_nile_headwaters__EMDAT_2023-0187-ETH,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2023,2023-03-25,2023-05-12,49,91.0,240000.0,219.70657348632807,333.19706573486326,moderate,test,EM-DAT Public Table,ok,0.1453085839748382,34.055145263671875,1.9785374779443936,15.512840806965226,474.8489947066545,34.0,8.025909832120249,24.96677203250656,5.376796131809724,1.1871224867666361,0.22691890595280467,0.9670532409627138
east_africa_nile_headwaters__EMDAT_2023-0187-KEN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2023,2023-03-25,2023-03-30,6,36.0,139164.0,74.64633178710938,175.91046331787112,moderate,test,EM-DAT Public Table,ok,0.155513197183609,32.331817626953125,1.498606234893242,21.42419446647718,359.6654963743781,8.0,6.116882372270519,30.023507373125756,3.164252864868728,0.8991637409359453,0.16152298173540441,1.2950267888084628
east_africa_nile_headwaters__EMDAT_2023-0236-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2023,2023-04-01,2023-04-02,2,,1976.0,51.96343231201172,2.495634323120117,moderate,test,EM-DAT Public Table,ok,0.1353214383125305,33.218231201171875,0.8580987776913827,11.14826646943649,205.94370664593183,83.0,3.751721553744109,28.646278142123684,2.354489604753055,0.5148592666148296,0.24030912528746057,0.9840353304542632
east_africa_nile_headwaters__EMDAT_2023-0226-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2023,2023-04-12,2023-04-17,6,13.0,24.0,53.2575569152832,13.55657556915283,moderate,test,EM-DAT Public Table,ok,0.1109532415866851,34.055145263671875,0.9162558216296375,6.272656561696692,219.901397191113,84.0,3.718862632913642,28.889333451427053,5.587662269244683,0.5497534929777825,0.23712420544457866,1.2935048869856411
east_africa_nile_headwaters__EMDAT_2023-0262-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2023,2023-04-24,2023-05-18,25,23.0,1016.0,136.27066040039062,25.378706604003906,moderate,test,EM-DAT Public Table,ok,0.1455883085727691,33.646026611328125,1.150775116386356,8.692882737713385,276.18602793272544,45.0,5.301179442255381,23.028794700904918,3.0753000786378113,0.6904650698318137,0.24639929693366786,1.0571294716187205
east_africa_nile_headwaters__EMDAT_2023-0259-KEN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2023,2023-04-25,2023-04-27,3,,22500.0,95.54100036621094,23.45541000366211,moderate,test,EM-DAT Public Table,ok,0.2341691255569458,33.4739990234375,0.8349835780897226,9.995775054717152,200.3960587415334,74.0,3.2015680029604994,25.532321991358845,3.928461012389268,0.5009901468538336,0.2034258782155787,1.1147548969897918
east_africa_nile_headwaters__EMDAT_2023-0728-ETH,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2023,2023-10-01,2023-11-30,61,60.0,1500000.0,278.9481811523437,1562.7894818115235,extreme,test,EM-DAT Public Table,ok,0.1549712121486663,33.067291259765625,2.6979415995843565,24.06297753564945,647.5059839002456,72.0,9.62776165599527,26.544752915552305,2.5880482260341875,1.618764959750614,0.18559900169675841,1.2558165109658233
east_africa_nile_headwaters__EMDAT_2023-0721-KEN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2023,2023-10-15,2024-12-31,444,178.0,695497.0,1316.8963623046875,886.665963623047,extreme,test,EM-DAT Public Table,ok,0.1216644793748855,35.581573486328125,2.3668984349288698,15.336172610866313,568.0556243829287,25.0,8.92844214656859,26.146161143875993,0.7868642155275105,1.420139060957322,0.32413229101391916,0.9707349669459914
east_africa_nile_headwaters__EMDAT_2023-0807-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2023,2023-10-15,2023-11-23,40,38.0,2896500.0,234.4439392089844,2936.84443939209,extreme,test,EM-DAT Public Table,ok,0.1808981001377105,32.9437255859375,2.8328793508803267,21.681105646098466,679.8910442112784,28.0,11.993639372591531,28.935512707080346,2.26868897814672,1.6997276105281962,0.24558527093868032,1.2325788129252953
east_africa_nile_headwaters__EMDAT_2023-0809-BDI,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2023,2023-10-26,2023-12-27,63,7.0,9346.0,256.13006591796875,18.90730065917969,moderate,test,EM-DAT Public Table,ok,0.1385985165834427,31.7935791015625,0.8728656257155257,9.72957437171715,209.48775017172616,90.0,4.385945367576072,29.05545687997838,4.486687845058356,0.5237193754293155,0.2491562504901632,1.2453666773669507
east_africa_nile_headwaters__EMDAT_2024-0150-KEN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-03-24,2024-05-03,41,353.0,306708.0,191.11753845214844,661.6191753845216,extreme,test,EM-DAT Public Table,ok,0.1447860151529312,35.259979248046875,2.0215515675768474,18.21837662673965,485.1723762184434,126.0,7.510666990694774,23.753403433917267,2.4492817734028516,1.2129309405461084,0.14469852478918394,1.252407263556101
east_africa_nile_headwaters__EMDAT_2024-0231-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-04-01,2024-05-31,61,77.0,57804.0,231.9478759765625,137.12347875976562,moderate,test,EM-DAT Public Table,ok,0.1288599371910095,34.508941650390625,1.5319041500062698,10.354173592576794,367.65699600150475,106.0,5.918626120587665,24.816610669859752,5.6553891728015815,0.9191424900037619,0.23728334532560202,0.8940381453230383
east_africa_nile_headwaters__EMDAT_2024-0341-ETH,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-04-01,2024-05-24,54,5.0,181548.0,220.6986694335937,188.75498669433597,moderate,test,EM-DAT Public Table,ok,0.1352320313453674,34.508941650390625,1.4816505933994764,11.971044122946218,355.59614241587434,85.0,6.531129147002391,29.29093749356526,2.709700736370441,0.8889903560396859,0.17798067368518963,1.1670995706480771
east_africa_nile_headwaters__EMDAT_2024-0203-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-04-02,2024-05-02,31,155.0,200236.0,174.92144775390625,356.98521447753905,moderate,test,EM-DAT Public Table,ok,0.1619642972946167,34.04351806640625,1.9021201851449894,13.197184245754583,456.5088444347974,50.0,7.392751321976882,25.599237207820202,2.9814715551830253,1.1412721110869937,0.3055308396054106,0.9421236670812555
east_africa_nile_headwaters__EMDAT_2024-0210-KEN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-04-11,2024-04-12,2,13.0,15002.0,54.47229766845703,28.54672297668457,moderate,test,EM-DAT Public Table,ok,0.1418549418449401,34.04351806640625,0.9443495577358633,11.193241107837197,226.64389385660718,111.0,3.727100349732797,31.43541740101827,0.3374327001868105,0.566609734641518,0.28072255687239994,0.9218026955374726
east_africa_nile_headwaters__EMDAT_2024-0247-KEN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-04-23,2024-04-24,2,10.0,,61.81208419799805,10.61812084197998,moderate,test,EM-DAT Public Table,ok,0.1609689742326736,34.04351806640625,0.8945534201997654,10.55195367801948,214.6928208479437,78.0,3.837242712789428,20.1325650477797,4.035609616619236,0.5367320521198592,0.25921743933119096,1.1845099288793188
east_africa_nile_headwaters__EMDAT_2024-0544-SDN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-06-01,2024-08-27,88,132.0,317107.0,386.3333740234375,452.9703337402344,extreme,test,EM-DAT Public Table,ok,0.1578159183263778,33.4195556640625,2.183929926896062,21.232805046297514,524.1431824550549,133.0,10.028739750595928,23.519107815914715,2.415443906911258,1.3103579561376373,0.20485490468576578,1.1448549393718135
east_africa_nile_headwaters__EMDAT_2024-0673-SSD,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-08-01,2024-10-31,92,,1400000.0,450.9681396484375,1404.5096813964844,extreme,test,EM-DAT Public Table,ok,0.1772673577070236,31.1112060546875,2.33824829790819,20.46798198786292,561.1795914979657,30.0,9.472515038303957,28.150912917802813,2.690363129209949,1.4029489787449143,0.16514229402841854,1.0858459847283055
east_africa_nile_headwaters__EMDAT_2024-0879-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-11-25,2024-11-27,3,9.0,140.0,58.0769157409668,9.720769157409668,moderate,test,EM-DAT Public Table,ok,0.1423453837633133,30.957763671875,0.8013935389578168,5.249549402436525,192.33444934987605,62.0,3.11008877288933,24.468120916802974,1.2334091019871498,0.4808361233746901,0.23201752232681566,1.147945537202408
east_africa_nile_headwaters__EMDAT_2024-0892-KEN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-12-01,2024-12-05,5,13.0,3970.0,44.773624420166016,17.41773624420166,moderate,test,EM-DAT Public Table,ok,0.0981877744197845,31.748687744140625,0.9304388711102813,9.796016532477525,223.30532906646752,6.0,3.6707408932010788,22.35397371269427,2.4732201257275612,0.5582633226661688,0.31039958997061917,1.1538025173635653
southern_africa_limpopo_zambezi__DFO_1917,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2002,2002-04-26,2002-05-28,33,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.6410961084738237,8.376248279702795,153.8630660337177,5.0,2.6615714607344647,22.595249307979657,3.2697566395455535,0.30772613206743543,0.08198122383258188,0.9904771415603552
southern_africa_limpopo_zambezi__DFO_2119,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-01-01,2003-02-17,48,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.6882882076364425,4.8775858808249275,165.1891698327462,4.0,3.2861975999821795,25.1643679704881,2.3272357495723175,0.3303783396654924,0.22422591803821498,0.9993994944292836
southern_africa_limpopo_zambezi__DFO_2161,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-01-15,2003-07-01,168,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7066459798242739,5.299892140785866,169.59503515782575,51.0,3.3766565485655233,20.849399916696612,2.967401455106203,0.3391900703156515,0.1301704683060434,0.8648317048584624
southern_africa_limpopo_zambezi__DFO_2162,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-02-06,2003-02-20,15,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7058039924023017,7.687369123128676,169.3929581765524,37.0,3.1989053053509338,31.536946266748327,2.3969517068505404,0.33878591635310484,0.17205619651035275,0.9543933237155836
southern_africa_limpopo_zambezi__DFO_2178,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-03-05,2003-03-16,12,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.5964193337416838,6.559554822869187,143.1406400980041,62.0,2.336880223604173,26.84903394800964,5.778440707622085,0.2862812801960082,0.16744488747578815,0.9472926426119322
southern_africa_limpopo_zambezi__DFO_2181,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-03-11,2003-03-15,5,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7747455972613032,8.004292962014727,185.93894334271278,31.0,3.658378757786992,25.180634123019736,5.155959450797028,0.37187788668542554,0.21875578982150742,0.9146618734994718
southern_africa_limpopo_zambezi__DFO_2194,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-03-26,2003-03-28,3,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7402103477857811,5.650982654345794,177.65048346858745,50.0,2.9227710047156084,22.97726892499632,1.9513164625107629,0.3553009669371749,0.1268345797418507,0.899116335817234
southern_africa_limpopo_zambezi__DFO_2423,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2004,2004-01-25,2004-02-06,13,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.6551147600331251,6.294479184114905,157.22754240795,73.0,3.4761609587598366,29.756555279539064,3.0496364088218604,0.3144550848159,0.17174684216211772,0.6859950884716047
southern_africa_limpopo_zambezi__DFO_2425,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2004,2004-01-27,2004-03-01,35,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7353647021623856,4.983809262165006,176.48752851897254,54.0,3.245387757643271,24.250796113921794,3.570964085981795,0.3529750570379451,0.20056666034813062,0.8275325487153418
southern_africa_limpopo_zambezi__DFO_2430,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2004,2004-02-01,2004-06-02,123,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.6918416012297791,5.188520058686704,166.041984295147,75.0,2.9132061011137895,23.609037091828142,3.8629685408846095,0.332083968590294,0.16322865620018276,0.8528572038398212
southern_africa_limpopo_zambezi__DFO_2448,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2004,2004-03-05,2004-03-19,15,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7838030960313539,7.298828312559138,188.11274304752493,58.0,2.854709874601382,14.685573375389076,2.8297065662719945,0.37622548609504985,0.2145385914070562,0.9738223967310599
southern_africa_limpopo_zambezi__DFO_2620,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2005,2005-01-27,2005-03-28,61,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.6517821430435088,5.1692355737831726,156.42771433044211,83.0,3.065442007337451,22.014746959584894,4.9024454087485685,0.3128554286608842,0.24173555549263404,0.8508295203107155
southern_africa_limpopo_zambezi__DFO_2638,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2005,2005-03-01,2005-04-01,32,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.6616308427661585,6.623278263217086,158.79140226387804,71.0,2.4982307942489146,27.42834589446902,4.573156259494466,0.3175828045277561,0.12416168099193553,0.9594587298929281
southern_africa_limpopo_zambezi__DFO_2773,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2005,2005-12-22,2006-02-07,48,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7187545204994001,7.419468293300552,172.50108491985603,49.0,2.6627748607075685,24.629018757533228,4.809720596846285,0.34500216983971205,0.1427733107221701,0.925630961850986
southern_africa_limpopo_zambezi__DFO_2825,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2006,2006-03-26,2006-03-30,5,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7084309023474915,6.340390465480297,170.02341656339797,33.0,2.973627779467626,25.842390679550693,1.568268967716592,0.34004683312679596,0.16169844472251999,0.8205120198247778
southern_africa_limpopo_zambezi__DFO_3242,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2007,2007-12-11,2008-01-03,24,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.6370861526659729,6.574215362129317,152.9006766398335,50.0,2.7593703615883265,27.441936615819415,0.4269373262607372,0.305801353279667,0.18184101832567218,0.7634884619310242
southern_africa_limpopo_zambezi__DFO_3272,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2008,2008-02-09,2008-05-01,83,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.6890190062434907,10.109496882086452,165.36456149843775,30.0,2.940317218443695,22.866399889277865,3.5651412867708547,0.3307291229968755,0.166895308277961,0.9820554976004952
southern_africa_limpopo_zambezi__DFO_3294,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2008,2008-04-11,2008-05-16,36,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7153414103343378,7.946742005032191,171.6819384802411,10.0,2.929386837205448,22.82742965925457,5.157774182897759,0.3433638769604822,0.09552257439672236,0.858491856433865
southern_africa_limpopo_zambezi__DFO_3323,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2008,2008-06-19,2008-06-22,4,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.5970900498723902,5.995074451874743,143.30161196937365,0.0,2.243108278066349,16.947453518571308,5.003191577864687,0.2866032239387473,0.2986734262442128,0.7053574600451529
southern_africa_limpopo_zambezi__DFO_3426,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2008,2008-12-26,2009-01-12,18,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.6539786071102917,4.790056385845748,156.95486570647,43.0,2.8193322374425303,26.923603036534516,3.2000403778506783,0.31390973141294,0.14879364302150355,0.9305123048051456
southern_africa_limpopo_zambezi__DFO_3462,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2009,2009-03-04,2009-03-09,6,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7010749824586029,5.869860451139903,168.25799579006468,81.0,2.8694877628787236,27.518137342964135,5.711277788802011,0.33651599158012935,0.1691449410574762,0.9602654731221343
southern_africa_limpopo_zambezi__DFO_3467,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2009,2009-03-27,2009-03-27,1,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7250523355875119,6.595002550716046,174.01256054100287,0.0,3.4114616091921586,28.633705850351653,5.334686096330055,0.34802512108200573,0.17610358618831518,0.7740817006061048
southern_africa_limpopo_zambezi__DFO_3493,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2009,2009-06-21,2009-06-28,8,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.6220519342234719,3.8419572595768128,149.29246421363325,85.0,2.5975627469466214,23.77653707137803,4.037678716513348,0.2985849284272665,0.19646613440358446,0.9822654135863023
southern_africa_limpopo_zambezi__DFO_3616,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2010,2010-03-01,2010-03-17,17,,,171.12120056152344,1.7112120056152345,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.230001613497734,30.834869384765625,0.7637899749907457,6.799888782318395,183.309593997779,82.0,3.52063350277624,25.030680867719827,3.345057889895128,0.366619187995558,0.10890392700292724,0.7560772514938596
southern_africa_limpopo_zambezi__DFO_3639,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2010,2010-04-16,2010-04-21,6,,,48.80284118652344,0.4880284118652344,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.1016725823283195,29.28546142578125,0.7021154592870638,5.623734590256118,168.5077102288953,47.0,3.2156384642905227,23.43186479308981,2.173403964059017,0.3370154204577906,0.19305012624394713,0.7328169515040152
southern_africa_limpopo_zambezi__DFO_3880,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2011,2011-11-27,2011-12-02,6,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.5986554244229746,6.620011233299151,143.6773018615139,53.0,2.610920949132286,19.245404922970426,2.0519628536456165,0.28735460372302785,0.19552394763959474,0.9128715834639122
